strategy,entry_time,exit_time,side,entry_price,stop_price,target_price,exit_reason,pnl_points,pnl_dollars_1x,result,entry_price_nq,exit_price_nq,entry_price_es,exit_price_es,hedge_ratio,pnl_dollars_3x,pnl_dollars_5x
"FVG Rejection (1.2R, WR-optimized)",2026-02-04 19:45:00+00:00,,SHORT,25065.0,25102.5,25020.0,,,-754.0,LOSS,,,,,,-2262.0,-3770.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-04 20:10:00+00:00,,LONG,25047.5,25039.25,25057.4,,,-169.0,LOSS,,,,,,-507.0,-845.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-04 21:00:00+00:00,,SHORT,24912.0,25051.0,24745.2,,,-2784.0,LOSS,,,,,,-8352.0,-13920.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-04 21:05:00+00:00,,LONG,25024.75,24962.75,25099.15,,,1484.0,WIN,,,,,,4452.0,7420.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-04 21:05:00+00:00,,LONG,25024.75,24940.5,25125.85,,,2018.0,WIN,,,,,,6054.0,10090.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-04 21:45:00+00:00,,LONG,25134.5,25049.5,25236.5,,,-1704.0,LOSS,,,,,,-5112.0,-8520.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-04 23:05:00+00:00,,SHORT,25080.0,25116.75,25035.9,,,-739.0,LOSS,,,,,,-2217.0,-3695.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-04 23:45:00+00:00,,SHORT,25087.0,25097.25,25074.7,,,-209.0,LOSS,,,,,,-627.0,-1045.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 00:05:00+00:00,,SHORT,25058.0,25085.25,25025.3,,,-549.0,LOSS,,,,,,-1647.0,-2745.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 00:20:00+00:00,,LONG,25095.75,25085.0,25108.65,,,254.0,WIN,,,,,,762.0,1270.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 00:45:00+00:00,,LONG,25133.0,25114.0,25155.8,,,-384.0,LOSS,,,,,,-1152.0,-1920.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 01:00:00+00:00,,LONG,25122.0,25095.75,25153.5,,,626.0,WIN,,,,,,1878.0,3130.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 01:15:00+00:00,,LONG,25151.5,25123.0,25185.7,,,-574.0,LOSS,,,,,,-1722.0,-2870.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 01:30:00+00:00,,SHORT,25130.5,25154.75,25101.4,,,578.0,WIN,,,,,,1734.0,2890.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 02:00:00+00:00,,LONG,25100.0,25083.5,25119.8,,,-334.0,LOSS,,,,,,-1002.0,-1670.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 02:05:00+00:00,,LONG,25078.0,25068.5,25089.4,,,-194.0,LOSS,,,,,,-582.0,-970.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 02:20:00+00:00,,SHORT,25041.25,25080.5,24994.15,,,-789.0,LOSS,,,,,,-2367.0,-3945.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 02:35:00+00:00,,SHORT,25071.5,25098.75,25038.8,,,650.0,WIN,,,,,,1950.0,3250.0
Trend Following,2026-02-05 02:45:00+00:00,2026-02-05 06:05:00+00:00,SHORT,25035.75,25109.25,24815.25,TIME_EXIT,16.5,326.0,WIN,,,,,,978.0,1630.0
Volatility Breakout,2026-02-05 02:55:00+00:00,2026-02-05 03:00:00+00:00,SHORT,24961.75,25002.34,24860.28,STOP,-40.59,-815.79,LOSS,,,,,,-2447.37,-4078.95
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 03:20:00+00:00,,SHORT,25021.5,25035.0,25005.3,,,320.0,WIN,,,,,,960.0,1600.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 03:40:00+00:00,,SHORT,25000.25,25007.25,24991.85,,,164.0,WIN,,,,,,492.0,820.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 04:55:00+00:00,,LONG,25009.5,24971.75,25054.8,,,-759.0,LOSS,,,,,,-2277.0,-3795.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 05:40:00+00:00,,SHORT,25028.5,25068.0,24981.1,,,-794.0,LOSS,,,,,,-2382.0,-3970.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 05:45:00+00:00,,LONG,25012.5,25005.75,25020.6,,,-139.0,LOSS,,,,,,-417.0,-695.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 07:40:00+00:00,,LONG,25060.25,25042.5,25081.55,,,422.0,WIN,,,,,,1266.0,2110.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 07:45:00+00:00,,SHORT,25072.0,25077.75,25065.1,,,-119.0,LOSS,,,,,,-357.0,-595.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 08:05:00+00:00,,SHORT,25100.75,25121.5,25075.85,,,-419.0,LOSS,,,,,,-1257.0,-2095.0
Volatility Breakout,2026-02-05 08:50:00+00:00,2026-02-05 09:25:00+00:00,SHORT,25021.75,25055.41,24937.6,STOP,-33.66,-677.21,LOSS,,,,,,-2031.63,-3386.05
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 08:55:00+00:00,,SHORT,24998.25,25012.5,24981.15,,,-289.0,LOSS,,,,,,-867.0,-1445.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 09:00:00+00:00,,SHORT,25006.25,25069.0,24930.95,,,-1259.0,LOSS,,,,,,-3777.0,-6295.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 09:05:00+00:00,,LONG,24999.5,24971.75,25032.8,,,662.0,WIN,,,,,,1986.0,3310.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 09:25:00+00:00,,SHORT,25071.75,25085.0,25055.85,,,-269.0,LOSS,,,,,,-807.0,-1345.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 09:35:00+00:00,,LONG,25046.5,25035.0,25060.3,,,-234.0,LOSS,,,,,,-702.0,-1170.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 09:40:00+00:00,,LONG,25032.0,25008.75,25059.9,,,554.0,WIN,,,,,,1662.0,2770.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 09:50:00+00:00,,SHORT,25048.0,25072.25,25018.9,,,-489.0,LOSS,,,,,,-1467.0,-2445.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 09:55:00+00:00,,SHORT,25030.75,25047.75,25010.35,,,-344.0,LOSS,,,,,,-1032.0,-1720.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 10:30:00+00:00,,LONG,25049.5,25038.5,25062.7,,,-224.0,LOSS,,,,,,-672.0,-1120.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 10:40:00+00:00,,SHORT,25037.5,25085.0,24980.5,,,1136.0,WIN,,,,,,3408.0,5680.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 11:55:00+00:00,,SHORT,25028.25,25039.5,25014.75,,,-229.0,LOSS,,,,,,-687.0,-1145.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 12:15:00+00:00,,SHORT,24975.0,24990.0,24957.0,,,356.0,WIN,,,,,,1068.0,1780.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 12:20:00+00:00,,SHORT,24893.5,24960.0,24813.7,,,1592.0,WIN,,,,,,4776.0,7960.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 13:00:00+00:00,,SHORT,24779.75,24811.5,24741.65,,,-639.0,LOSS,,,,,,-1917.0,-3195.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 13:35:00+00:00,,SHORT,24816.5,24885.75,24733.4,,,1658.0,WIN,,,,,,4974.0,8290.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 13:40:00+00:00,,LONG,24815.5,24808.75,24823.6,,,-139.0,LOSS,,,,,,-417.0,-695.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 14:25:00+00:00,,SHORT,24770.75,24796.0,24740.45,,,-509.0,LOSS,,,,,,-1527.0,-2545.0
Volatility Breakout,2026-02-05 14:35:00+00:00,2026-02-05 14:55:00+00:00,LONG,24901.25,24835.86,25064.73,STOP,-65.39,-1311.86,LOSS,,,,,,-3935.58,-6559.3
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 14:40:00+00:00,,SHORT,24913.5,24978.75,24835.2,,,1562.0,WIN,,,,,,4686.0,7810.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 15:00:00+00:00,,SHORT,24705.0,24768.0,24629.4,,,1508.0,WIN,,,,,,4524.0,7540.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 16:20:00+00:00,,SHORT,24730.5,24764.5,24689.7,,,-684.0,LOSS,,,,,,-2052.0,-3420.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 16:30:00+00:00,,SHORT,24815.25,24848.25,24775.65,,,788.0,WIN,,,,,,2364.0,3940.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 16:30:00+00:00,,LONG,24815.25,24809.75,24821.85,,,-114.0,LOSS,,,,,,-342.0,-570.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 16:40:00+00:00,,LONG,24783.5,24735.75,24840.8,,,-959.0,LOSS,,,,,,-2877.0,-4795.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 16:50:00+00:00,,LONG,24831.25,24778.5,24894.55,,,-1059.0,LOSS,,,,,,-3177.0,-5295.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 17:20:00+00:00,,LONG,24829.0,24779.25,24888.7,,,-999.0,LOSS,,,,,,-2997.0,-4995.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 17:30:00+00:00,,LONG,24806.0,24773.5,24845.0,,,776.0,WIN,,,,,,2328.0,3880.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 18:40:00+00:00,,LONG,24714.25,24681.5,24753.55,,,-659.0,LOSS,,,,,,-1977.0,-3295.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 18:50:00+00:00,,LONG,24678.25,24606.5,24764.35,,,1718.0,WIN,,,,,,5154.0,8590.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 19:25:00+00:00,,LONG,24764.0,24755.0,24774.8,,,-184.0,LOSS,,,,,,-552.0,-920.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 19:30:00+00:00,,LONG,24721.5,24708.5,24737.1,,,-264.0,LOSS,,,,,,-792.0,-1320.0
Trend Following,2026-02-05 19:40:00+00:00,2026-02-05 20:05:00+00:00,SHORT,24696.75,24788.07,24422.79,STOP,-91.32,-1830.43,LOSS,,,,,,-5491.29,-9152.15
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 20:05:00+00:00,,SHORT,24792.5,24819.0,24760.7,,,632.0,WIN,,,,,,1896.0,3160.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 20:05:00+00:00,,LONG,24792.5,24740.0,24855.5,,,-1054.0,LOSS,,,,,,-3162.0,-5270.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 20:10:00+00:00,,SHORT,24748.5,24764.5,24729.3,,,380.0,WIN,,,,,,1140.0,1900.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 20:40:00+00:00,,SHORT,24614.0,24696.75,24514.7,,,-1659.0,LOSS,,,,,,-4977.0,-8295.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 21:00:00+00:00,,SHORT,24571.5,24749.75,24357.6,,,4274.0,WIN,,,,,,12822.0,21370.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 21:10:00+00:00,,SHORT,24605.5,24618.25,24590.2,,,302.0,WIN,,,,,,906.0,1510.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 21:25:00+00:00,,SHORT,24545.0,24596.5,24483.2,,,1232.0,WIN,,,,,,3696.0,6160.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 21:45:00+00:00,,SHORT,24435.25,24484.5,24376.15,,,1178.0,WIN,,,,,,3534.0,5890.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-05 23:30:00+00:00,,SHORT,24388.0,24425.0,24343.6,,,884.0,WIN,,,,,,2652.0,4420.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 00:25:00+00:00,,SHORT,24368.5,24386.75,24346.6,,,-369.0,LOSS,,,,,,-1107.0,-1845.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 00:50:00+00:00,,LONG,24367.75,24310.25,24436.75,,,1376.0,WIN,,,,,,4128.0,6880.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 01:30:00+00:00,,LONG,24403.75,24373.0,24440.65,,,734.0,WIN,,,,,,2202.0,3670.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 01:30:00+00:00,,SHORT,24403.75,24411.25,24394.75,,,-154.0,LOSS,,,,,,-462.0,-770.0
Volatility Breakout,2026-02-06 01:40:00+00:00,2026-02-06 02:35:00+00:00,LONG,24478.75,24440.79,24573.66,TARGET,94.91,1894.21,WIN,,,,,,5682.63,9471.05
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 01:45:00+00:00,,SHORT,24499.25,24542.5,24447.35,,,-869.0,LOSS,,,,,,-2607.0,-4345.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 02:10:00+00:00,,LONG,24544.25,24531.0,24560.15,,,-269.0,LOSS,,,,,,-807.0,-1345.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 02:15:00+00:00,,LONG,24551.25,24523.75,24584.25,,,-554.0,LOSS,,,,,,-1662.0,-2770.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 02:45:00+00:00,,LONG,24545.75,24501.75,24598.55,,,-884.0,LOSS,,,,,,-2652.0,-4420.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 03:40:00+00:00,,LONG,24482.25,24475.75,24490.05,,,152.0,WIN,,,,,,456.0,760.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 04:00:00+00:00,,SHORT,24509.75,24523.5,24493.25,,,-279.0,LOSS,,,,,,-837.0,-1395.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 04:00:00+00:00,,LONG,24509.75,24500.5,24520.85,,,-189.0,LOSS,,,,,,-567.0,-945.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 04:05:00+00:00,,SHORT,24498.0,24513.0,24480.0,,,-304.0,LOSS,,,,,,-912.0,-1520.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 04:35:00+00:00,,LONG,24455.5,24433.75,24481.6,,,-439.0,LOSS,,,,,,-1317.0,-2195.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 04:55:00+00:00,,LONG,24454.5,24403.0,24516.3,,,1232.0,WIN,,,,,,3696.0,6160.0
Trend Following,2026-02-06 05:00:00+00:00,2026-02-06 05:30:00+00:00,SHORT,24454.5,24503.68,24306.96,STOP,-49.18,-987.57,LOSS,,,,,,-2962.71,-4937.85
Volatility Breakout,2026-02-06 05:35:00+00:00,2026-02-06 07:00:00+00:00,LONG,24546.75,24517.61,24619.61,STOP,-29.14,-586.86,LOSS,,,,,,-1760.58,-2934.3
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 06:00:00+00:00,,LONG,24593.0,24554.75,24638.9,,,-769.0,LOSS,,,,,,-2307.0,-3845.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 06:45:00+00:00,,SHORT,24559.25,24586.5,24526.55,,,650.0,WIN,,,,,,1950.0,3250.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 06:50:00+00:00,,LONG,24555.25,24524.75,24591.85,,,-614.0,LOSS,,,,,,-1842.0,-3070.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 07:00:00+00:00,,LONG,24519.75,24486.5,24559.65,,,794.0,WIN,,,,,,2382.0,3970.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 08:00:00+00:00,,SHORT,24521.5,24569.5,24463.9,,,-964.0,LOSS,,,,,,-2892.0,-4820.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 08:10:00+00:00,,LONG,24573.0,24556.5,24592.8,,,-334.0,LOSS,,,,,,-1002.0,-1670.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 09:00:00+00:00,,LONG,24574.0,24564.0,24586.0,,,-204.0,LOSS,,,,,,-612.0,-1020.0
Volatility Breakout,2026-02-06 09:05:00+00:00,2026-02-06 09:25:00+00:00,LONG,24624.75,24586.45,24720.51,TARGET,95.76,1911.18,WIN,,,,,,5733.54,9555.9
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 09:40:00+00:00,,LONG,24774.25,24721.5,24837.55,,,-1059.0,LOSS,,,,,,-3177.0,-5295.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 10:00:00+00:00,,LONG,24721.75,24696.5,24752.05,,,602.0,WIN,,,,,,1806.0,3010.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 10:10:00+00:00,,SHORT,24735.0,24746.0,24721.8,,,260.0,WIN,,,,,,780.0,1300.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 10:45:00+00:00,,LONG,24763.0,24726.25,24807.1,,,878.0,WIN,,,,,,2634.0,4390.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 11:45:00+00:00,,LONG,24839.25,24834.0,24845.55,,,-109.0,LOSS,,,,,,-327.0,-545.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 12:15:00+00:00,,LONG,24807.5,24772.0,24850.1,,,-714.0,LOSS,,,,,,-2142.0,-3570.0
Volatility Breakout,2026-02-06 12:50:00+00:00,2026-02-06 12:55:00+00:00,SHORT,24764.75,24792.38,24695.69,STOP,-27.62,-556.5,LOSS,,,,,,-1669.5,-2782.5
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 12:55:00+00:00,,LONG,24782.0,24762.75,24805.1,,,-389.0,LOSS,,,,,,-1167.0,-1945.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 13:25:00+00:00,,SHORT,24820.5,24836.5,24801.3,,,-324.0,LOSS,,,,,,-972.0,-1620.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 13:25:00+00:00,,SHORT,24820.5,24840.0,24797.1,,,-394.0,LOSS,,,,,,-1182.0,-1970.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 13:35:00+00:00,,LONG,24819.25,24775.5,24871.75,,,-879.0,LOSS,,,,,,-2637.0,-4395.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 13:35:00+00:00,,LONG,24819.25,24801.75,24840.25,,,-354.0,LOSS,,,,,,-1062.0,-1770.0
Volatility Breakout,2026-02-06 14:30:00+00:00,2026-02-06 14:50:00+00:00,LONG,24856.75,24813.0,24966.12,TARGET,109.38,2183.5,WIN,,,,,,6550.5,10917.5
Trend Following,2026-02-06 14:30:00+00:00,2026-02-06 15:00:00+00:00,LONG,24856.75,24791.12,25119.25,STOP,-65.62,-1316.5,LOSS,,,,,,-3949.5,-6582.5
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 15:00:00+00:00,,LONG,24802.25,24790.25,24816.65,,,-244.0,LOSS,,,,,,-732.0,-1220.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 15:10:00+00:00,,SHORT,24770.25,24911.25,24601.05,,,-2824.0,LOSS,,,,,,-8472.0,-14120.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 16:40:00+00:00,,LONG,25025.25,25008.0,25045.95,,,-349.0,LOSS,,,,,,-1047.0,-1745.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 17:40:00+00:00,,LONG,25070.75,25043.5,25103.45,,,650.0,WIN,,,,,,1950.0,3250.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 19:30:00+00:00,,LONG,25095.5,25079.0,25115.3,,,-334.0,LOSS,,,,,,-1002.0,-1670.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 19:40:00+00:00,,SHORT,25076.5,25089.75,25060.6,,,-269.0,LOSS,,,,,,-807.0,-1345.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 20:25:00+00:00,,LONG,25109.75,25097.0,25125.05,,,302.0,WIN,,,,,,906.0,1510.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 20:55:00+00:00,,LONG,25147.0,25114.5,25186.0,,,-654.0,LOSS,,,,,,-1962.0,-3270.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-06 21:50:00+00:00,,LONG,25097.5,25081.75,25116.4,,,374.0,WIN,,,,,,1122.0,1870.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-08 23:00:00+00:00,,LONG,25242.5,25145.25,25359.2,,,-1949.0,LOSS,,,,,,-5847.0,-9745.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-08 23:30:00+00:00,,LONG,25246.75,25107.0,25414.45,,,-2799.0,LOSS,,,,,,-8397.0,-13995.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 00:10:00+00:00,,LONG,25328.75,25282.75,25383.95,,,-924.0,LOSS,,,,,,-2772.0,-4620.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 01:00:00+00:00,,LONG,25252.0,25245.0,25260.4,,,-144.0,LOSS,,,,,,-432.0,-720.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 04:15:00+00:00,,LONG,25217.75,25206.5,25231.25,,,-229.0,LOSS,,,,,,-687.0,-1145.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 04:40:00+00:00,,SHORT,25199.75,25214.0,25182.65,,,338.0,WIN,,,,,,1014.0,1690.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 05:25:00+00:00,,LONG,25210.0,25196.0,25226.8,,,332.0,WIN,,,,,,996.0,1660.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 05:45:00+00:00,,LONG,25204.5,25183.75,25229.4,,,-419.0,LOSS,,,,,,-1257.0,-2095.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 06:00:00+00:00,,SHORT,25180.25,25214.5,25139.15,,,818.0,WIN,,,,,,2454.0,4090.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 06:25:00+00:00,,SHORT,25166.75,25191.0,25137.65,,,-489.0,LOSS,,,,,,-1467.0,-2445.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 07:05:00+00:00,,SHORT,25167.75,25185.5,25146.45,,,422.0,WIN,,,,,,1266.0,2110.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 07:10:00+00:00,,LONG,25157.0,25098.75,25226.9,,,-1169.0,LOSS,,,,,,-3507.0,-5845.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 07:55:00+00:00,,LONG,25159.75,25146.75,25175.35,,,308.0,WIN,,,,,,924.0,1540.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 08:05:00+00:00,,SHORT,25200.25,25216.5,25180.75,,,386.0,WIN,,,,,,1158.0,1930.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 08:15:00+00:00,,LONG,25199.25,25188.75,25211.85,,,-214.0,LOSS,,,,,,-642.0,-1070.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 08:20:00+00:00,,LONG,25181.25,25158.5,25208.55,,,-459.0,LOSS,,,,,,-1377.0,-2295.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 09:25:00+00:00,,LONG,25156.75,25133.25,25184.95,,,-474.0,LOSS,,,,,,-1422.0,-2370.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 09:35:00+00:00,,SHORT,25125.0,25146.0,25099.8,,,500.0,WIN,,,,,,1500.0,2500.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 09:45:00+00:00,,SHORT,25118.25,25145.75,25085.25,,,656.0,WIN,,,,,,1968.0,3280.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 10:45:00+00:00,,SHORT,25014.75,25040.0,24984.45,,,-509.0,LOSS,,,,,,-1527.0,-2545.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 11:05:00+00:00,,LONG,25045.75,25010.5,25088.05,,,842.0,WIN,,,,,,2526.0,4210.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 11:25:00+00:00,,SHORT,25065.75,25071.25,25059.15,,,-114.0,LOSS,,,,,,-342.0,-570.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 11:40:00+00:00,,LONG,25050.0,25041.5,25060.2,,,-174.0,LOSS,,,,,,-522.0,-870.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 12:10:00+00:00,,SHORT,25096.75,25109.5,25081.45,,,302.0,WIN,,,,,,906.0,1510.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 12:15:00+00:00,,LONG,25084.5,25050.5,25125.3,,,812.0,WIN,,,,,,2436.0,4060.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 13:00:00+00:00,,SHORT,25113.25,25122.5,25102.15,,,-189.0,LOSS,,,,,,-567.0,-945.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 13:15:00+00:00,,LONG,25126.0,25116.25,25137.7,,,230.0,WIN,,,,,,690.0,1150.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 13:30:00+00:00,,LONG,25098.75,25089.25,25110.15,,,224.0,WIN,,,,,,672.0,1120.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 13:35:00+00:00,,LONG,25109.0,25097.0,25123.4,,,-244.0,LOSS,,,,,,-732.0,-1220.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 13:40:00+00:00,,SHORT,25107.0,25119.5,25092.0,,,296.0,WIN,,,,,,888.0,1480.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 14:00:00+00:00,,SHORT,25078.5,25094.5,25059.3,,,380.0,WIN,,,,,,1140.0,1900.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 14:30:00+00:00,,LONG,25044.75,24996.25,25102.95,,,1160.0,WIN,,,,,,3480.0,5800.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 14:50:00+00:00,,SHORT,25123.0,25130.0,25114.6,,,-144.0,LOSS,,,,,,-432.0,-720.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 14:50:00+00:00,,LONG,25123.0,25070.0,25186.6,,,1268.0,WIN,,,,,,3804.0,6340.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 15:25:00+00:00,,LONG,25181.5,25159.75,25207.6,,,518.0,WIN,,,,,,1554.0,2590.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 15:30:00+00:00,,LONG,25244.5,25207.75,25288.6,,,878.0,WIN,,,,,,2634.0,4390.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 16:05:00+00:00,,LONG,25316.5,25295.0,25342.3,,,512.0,WIN,,,,,,1536.0,2560.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 16:35:00+00:00,,LONG,25351.75,25334.5,25372.45,,,410.0,WIN,,,,,,1230.0,2050.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 17:25:00+00:00,,LONG,25384.0,25361.25,25411.3,,,-459.0,LOSS,,,,,,-1377.0,-2295.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 17:35:00+00:00,,SHORT,25382.0,25410.5,25347.8,,,680.0,WIN,,,,,,2040.0,3400.0
"FVG Rejection (1.2R, WR-optimized)",2026-02-09 18:00:00+00:00,,LONG,25368.0,25351.75,25387.5,,,-329.0,LOSS,,,,,,-987.0,-1645.0
